STATISTIC,Statistic Label,Type of Development,C02074V02506,Functional Category,CountyName,Region,TLIST(Q1),Quarter,UNIT,VALUE
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20104,2010Q4,000 Sq Metres,499
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20111,2011Q1,000 Sq Metres,728
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20112,2011Q2,000 Sq Metres,733
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20113,2011Q3,000 Sq Metres,555
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20114,2011Q4,000 Sq Metres,390
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20121,2012Q1,000 Sq Metres,358
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20122,2012Q2,000 Sq Metres,437
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20123,2012Q3,000 Sq Metres,442
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20124,2012Q4,000 Sq Metres,411
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20131,2013Q1,000 Sq Metres,518
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20132,2013Q2,000 Sq Metres,534
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20133,2013Q3,000 Sq Metres,433
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20134,2013Q4,000 Sq Metres,464
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20141,2014Q1,000 Sq Metres,438
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20142,2014Q2,000 Sq Metres,391
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20143,2014Q3,000 Sq Metres,597
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20144,2014Q4,000 Sq Metres,437
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20151,2015Q1,000 Sq Metres,608
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20152,2015Q2,000 Sq Metres,689
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20153,2015Q3,000 Sq Metres,795
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20154,2015Q4,000 Sq Metres,1087
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20161,2016Q1,000 Sq Metres,816
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20162,2016Q2,000 Sq Metres,760
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20163,2016Q3,000 Sq Metres,1137
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20164,2016Q4,000 Sq Metres,902
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20171,2017Q1,000 Sq Metres,932
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20172,2017Q2,000 Sq Metres,922
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20173,2017Q3,000 Sq Metres,843
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Kilkenny,Southern and Eastern,20174,2017Q4,000 Sq Metres,1113
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20091,2009Q1,000 Sq Metres,398
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20092,2009Q2,000 Sq Metres,606
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20093,2009Q3,000 Sq Metres,603
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20094,2009Q4,000 Sq Metres,172
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20101,2010Q1,000 Sq Metres,205
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20102,2010Q2,000 Sq Metres,267
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20103,2010Q3,000 Sq Metres,196
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20104,2010Q4,000 Sq Metres,105
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20111,2011Q1,000 Sq Metres,243
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20112,2011Q2,000 Sq Metres,235
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20113,2011Q3,000 Sq Metres,200
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20114,2011Q4,000 Sq Metres,101
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20121,2012Q1,000 Sq Metres,32
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20122,2012Q2,000 Sq Metres,124
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20123,2012Q3,000 Sq Metres,110
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20124,2012Q4,000 Sq Metres,185
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20131,2013Q1,000 Sq Metres,177
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20132,2013Q2,000 Sq Metres,244
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20133,2013Q3,000 Sq Metres,124
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20134,2013Q4,000 Sq Metres,243
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20141,2014Q1,000 Sq Metres,148
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20142,2014Q2,000 Sq Metres,148
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20143,2014Q3,000 Sq Metres,243
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20144,2014Q4,000 Sq Metres,122
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20151,2015Q1,000 Sq Metres,244
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20152,2015Q2,000 Sq Metres,274
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20153,2015Q3,000 Sq Metres,394
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,New construction,7,All functional categories,Dublin,Dublin,20154,2015Q4,000 Sq Metres,606
